origin,year,month,day,hour,temp,dewp,humid,wind_dir,wind_speed,wind_gust,precip,pressure,visib,time_hour
LGA,2013,8,9,0,73.94,69.08,84.8,180,9.20624,NA,0,1016.2,10,2013-08-09T04:00:00Z
LGA,2013,8,9,1,73.94,69.98,87.45,170,6.904679999999999,NA,0,1015.6,10,2013-08-09T05:00:00Z
LGA,2013,8,9,2,73.94,69.98,88.51,170,9.20624,NA,0,NA,10,2013-08-09T06:00:00Z
LGA,2013,8,9,3,73.94,71.06,90.73,170,9.20624,NA,0,1014.6,10,2013-08-09T07:00:00Z
LGA,2013,8,9,4,73.94,71.06,90.73,180,12.658579999999999,NA,0,1014.3,10,2013-08-09T08:00:00Z
LGA,2013,8,9,5,75.2,71.6,88.59,180,12.658579999999999,NA,0,NA,10,2013-08-09T09:00:00Z
LGA,2013,8,9,6,73.94,71.96,93.54,170,8.05546,17.261699999999998,0.02,1013.7,6,2013-08-09T10:00:00Z
LGA,2013,8,9,7,75.02,71.96,94.1,180,11.5078,NA,0.01,NA,10,2013-08-09T11:00:00Z
LGA,2013,8,9,8,75.2,71.96,90.22,180,12.658579999999999,NA,0,NA,10,2013-08-09T12:00:00Z
LGA,2013,8,9,9,75.92,71.96,87.55,170,12.658579999999999,NA,0,1011.7,10,2013-08-09T13:00:00Z
LGA,2013,8,10,0,78.08,69.08,73.88,290,12.658579999999999,NA,0,1011.2,10,2013-08-10T04:00:00Z
LGA,2013,8,11,0,73.04,53.06,49.52,10,5.7539,NA,0,1017.5,10,2013-08-11T04:00:00Z
LGA,2013,8,12,0,73.04,66.02,78.65,170,5.7539,NA,0,1016.8,10,2013-08-12T04:00:00Z
LGA,2013,8,13,1,73.94,68,81.71,180,6.904679999999999,NA,0,1012.5,9,2013-08-13T05:00:00Z
LGA,2013,8,14,0,71.06,64.04,78.49,310,11.5078,NA,0,1007.2,10,2013-08-14T04:00:00Z
LGA,2013,8,15,0,66.02,48.92,54.01,310,9.20624,NA,0,1017.6,10,2013-08-15T04:00:00Z
LGA,2013,8,16,1,68,53.06,58.8,230,5.7539,NA,0,1020.2,10,2013-08-16T05:00:00Z
LGA,2013,8,17,0,71.06,53.06,52.95,230,6.904679999999999,NA,0,1022.9,10,2013-08-17T04:00:00Z
LGA,2013,8,18,0,73.04,53.96,51.18,0,0,NA,0,1024.2,10,2013-08-18T04:00:00Z
LGA,2013,8,19,0,69.98,57.02,63.45,220,6.904679999999999,NA,0,1020,10,2013-08-19T04:00:00Z
LGA,2013,8,20,0,73.04,62.96,70.68,270,8.05546,NA,0,1017.6,10,2013-08-20T04:00:00Z
LGA,2013,8,21,0,80.06,62.96,55.97,290,4.60312,NA,0,1019.9,10,2013-08-21T04:00:00Z
LGA,2013,8,22,0,78.98,68,69.11,220,10.357019999999999,NA,0,1017.4,10,2013-08-22T04:00:00Z
LGA,2013,8,23,0,75.92,66.02,71.42,310,9.20624,NA,0,1011.5,10,2013-08-23T04:00:00Z
LGA,2013,8,24,0,71.06,53.06,52.95,40,13.809359999999998,NA,0,1019.8,10,2013-08-24T04:00:00Z
LGA,2013,8,25,0,69.98,55.94,61.02,200,3.4523399999999995,NA,0,1027.3,10,2013-08-25T04:00:00Z
LGA,2013,8,26,0,71.96,53.06,51.36,230,6.904679999999999,NA,0,1023.7,10,2013-08-26T04:00:00Z
LGA,2013,8,27,0,75.92,66.02,71.42,230,10.357019999999999,20.714039999999997,0,1012.1,10,2013-08-27T04:00:00Z
LGA,2013,8,28,0,78.98,64.94,62.16,0,0,NA,0,1012.2,10,2013-08-28T04:00:00Z
LGA,2013,8,29,0,73.04,69.08,87.41,30,3.4523399999999995,NA,0,1012.2,8,2013-08-29T04:00:00Z
LGA,2013,8,30,0,71.6,62.96,75.57,180,8.05546,NA,0,NA,10,2013-08-30T04:00:00Z
LGA,2013,8,31,0,75.92,66.92,73.68,220,13.809359999999998,NA,0,1011.2,10,2013-08-31T04:00:00Z
LGA,2013,9,1,0,80.06,69.08,69.23,210,9.20624,NA,0,1010.1,10,2013-09-01T04:00:00Z
LGA,2013,9,1,1,78.98,69.08,71.72,220,9.20624,NA,0,1009.5,10,2013-09-01T05:00:00Z
LGA,2013,9,1,2,78.08,69.08,73.88,180,8.05546,NA,0,1009.7,10,2013-09-01T06:00:00Z
LGA,2013,9,1,3,77,69.08,76.57,200,10.357019999999999,NA,0,1009,10,2013-09-01T07:00:00Z
LGA,2013,9,1,4,77,69.8,78.48,220,9.20624,NA,0,NA,10,2013-09-01T08:00:00Z
LGA,2013,9,1,5,75.2,69.8,83.32,220,5.7539,NA,0,NA,10,2013-09-01T09:00:00Z
LGA,2013,9,1,6,75.92,69.08,79.37,210,5.7539,NA,0,1010.4,8,2013-09-01T10:00:00Z
LGA,2013,9,1,7,75.92,69.98,83.32,200,6.904679999999999,NA,0,NA,10,2013-09-01T11:00:00Z
LGA,2013,9,1,8,78.08,69.98,78.48,200,6.904679999999999,NA,0,NA,10,2013-09-01T12:00:00Z
LGA,2013,9,1,9,78.8,69.98,76.19,170,8.05546,NA,0,NA,10,2013-09-01T13:00:00Z
LGA,2013,9,2,0,75.02,71.96,90.22,160,8.05546,NA,0,1009,7,2013-09-02T04:00:00Z
LGA,2013,9,2,1,75.02,71.96,90.22,150,5.7539,NA,0,1009,7,2013-09-02T05:00:00Z
LGA,2013,9,2,2,75.02,71.96,90.22,170,5.7539,NA,0,1008.6,6,2013-09-02T06:00:00Z
LGA,2013,9,2,3,75.92,71.96,88.59,150,6.904679999999999,NA,0,NA,6,2013-09-02T07:00:00Z
LGA,2013,9,2,4,75.92,71.96,87.55,190,3.4523399999999995,NA,0,1007.9,6,2013-09-02T08:00:00Z
LGA,2013,9,2,5,75.92,71.96,87.55,130,4.60312,NA,0,1008.1,6,2013-09-02T09:00:00Z
LGA,2013,9,2,6,75.92,71.06,84.92,0,0,NA,0,1008.1,6,2013-09-02T10:00:00Z
LGA,2013,9,2,7,75.92,71.96,88.59,140,5.7539,NA,0,NA,5,2013-09-02T11:00:00Z
LGA,2013,9,2,8,78.08,71.06,79.05,NA,4.60312,NA,0,1008.4,5,2013-09-02T12:00:00Z
LGA,2013,9,2,9,78.98,71.06,76.74,50,3.4523399999999995,NA,0,1008.2,6,2013-09-02T13:00:00Z
LGA,2013,9,3,0,75.92,69.98,81.85,180,3.4523399999999995,NA,0,1007.1,10,2013-09-03T04:00:00Z
LGA,2013,9,3,1,75.2,69.98,84.34,10,8.05546,NA,0,NA,10,2013-09-03T05:00:00Z
LGA,2013,9,3,2,75.2,71.6,94.1,110,5.7539,NA,0.09,NA,9,2013-09-03T06:00:00Z
LGA,2013,9,3,3,73.04,69.98,90.14,0,0,NA,0,1005.9,6,2013-09-03T07:00:00Z
LGA,2013,9,3,4,73.04,69.98,90.14,180,8.05546,NA,0,1006.4,8,2013-09-03T08:00:00Z
LGA,2013,9,3,5,73.4,69.98,90.14,210,5.7539,NA,0,NA,6,2013-09-03T09:00:00Z
LGA,2013,9,3,6,73.4,69.98,90.14,190,5.7539,NA,0,NA,2,2013-09-03T10:00:00Z
LGA,2013,9,3,7,73.4,71.6,94.1,320,6.904679999999999,NA,0,NA,3,2013-09-03T11:00:00Z
LGA,2013,9,3,8,73.4,69.8,88.51,320,8.05546,NA,0,NA,3,2013-09-03T12:00:00Z
LGA,2013,9,3,9,73.94,69.98,88.51,350,6.904679999999999,NA,0,NA,3,2013-09-03T13:00:00Z
LGA,2013,9,4,0,69.98,55.94,61.02,310,10.357019999999999,NA,0,1012,10,2013-09-04T04:00:00Z
LGA,2013,9,4,1,69.08,55.94,62.93,310,10.357019999999999,NA,0,1012.6,10,2013-09-04T05:00:00Z
LGA,2013,9,4,2,68,55.94,65.31,320,11.5078,NA,0,1012.7,10,2013-09-04T06:00:00Z
LGA,2013,9,4,3,68,55.94,65.31,300,12.658579999999999,NA,0,1012.9,10,2013-09-04T07:00:00Z
LGA,2013,9,4,4,66.92,55.94,67.79,300,18.41248,23.0156,0,1013.3,10,2013-09-04T08:00:00Z
LGA,2013,9,4,5,66.92,55.94,67.79,300,10.357019999999999,NA,0,1013.7,10,2013-09-04T09:00:00Z
LGA,2013,9,4,6,66.92,55.94,67.79,310,16.11092,23.0156,0,1014.4,10,2013-09-04T10:00:00Z
LGA,2013,9,4,7,66.92,55.94,67.79,310,12.658579999999999,NA,0,1015.1,10,2013-09-04T11:00:00Z
LGA,2013,9,4,8,69.08,55.04,60.91,310,13.809359999999998,NA,0,1015.6,10,2013-09-04T12:00:00Z
LGA,2013,9,4,9,71.06,55.04,56.93,320,10.357019999999999,NA,0,1015.6,10,2013-09-04T13:00:00Z
LGA,2013,9,5,0,75.92,53.96,46.47,250,9.20624,NA,0,1014,10,2013-09-05T04:00:00Z
LGA,2013,9,5,1,73.04,55.94,55.01,210,6.904679999999999,NA,0,1013.6,10,2013-09-05T05:00:00Z
LGA,2013,9,5,2,73.04,55.04,53.24,260,10.357019999999999,NA,0,1013.6,10,2013-09-05T06:00:00Z
LGA,2013,9,5,3,71.96,55.04,55.22,270,10.357019999999999,NA,0,1013.3,10,2013-09-05T07:00:00Z
LGA,2013,9,5,4,71.06,55.04,56.93,260,8.05546,NA,0,1013.3,10,2013-09-05T08:00:00Z
LGA,2013,9,5,5,69.98,55.94,61.02,250,9.20624,NA,0,1013.6,10,2013-09-05T09:00:00Z
LGA,2013,9,5,6,69.08,57.02,65.44,250,3.4523399999999995,NA,0,1014.3,10,2013-09-05T10:00:00Z
LGA,2013,9,5,7,71.96,55.04,55.22,270,5.7539,NA,0,1014.6,10,2013-09-05T11:00:00Z
LGA,2013,9,5,8,71.96,55.94,57.05,310,6.904679999999999,NA,0,1014.9,10,2013-09-05T12:00:00Z
LGA,2013,9,5,9,73.04,57.02,57.2,310,12.658579999999999,NA,0,1015.2,10,2013-09-05T13:00:00Z
LGA,2013,9,6,0,64.04,41,42.82,360,12.658579999999999,NA,0,1021.5,10,2013-09-06T04:00:00Z
LGA,2013,9,6,1,62.06,44.06,51.64,350,6.904679999999999,NA,0,1021.7,10,2013-09-06T05:00:00Z
LGA,2013,9,6,2,60.98,42.98,51.48,360,10.357019999999999,23.0156,0,1021.8,10,2013-09-06T06:00:00Z
LGA,2013,9,6,3,60.08,44.06,55.39,10,11.5078,NA,0,1022,10,2013-09-06T07:00:00Z
LGA,2013,9,6,4,57.92,41,53.2,20,9.20624,NA,0,1022.4,10,2013-09-06T08:00:00Z
LGA,2013,9,6,5,57.02,41,54.95,360,9.20624,NA,0,1022.8,10,2013-09-06T09:00:00Z
LGA,2013,9,6,6,57.02,41,54.95,360,9.20624,NA,0,1023.5,10,2013-09-06T10:00:00Z
LGA,2013,9,6,7,57.92,39.92,51.02,20,9.20624,NA,0,1024.1,10,2013-09-06T11:00:00Z
LGA,2013,9,6,8,60.98,39.92,45.74,50,9.20624,NA,0,1024.5,10,2013-09-06T12:00:00Z
LGA,2013,9,6,9,62.96,42.08,46.37,30,10.357019999999999,NA,0,1024.5,10,2013-09-06T13:00:00Z
LGA,2013,9,7,0,64.04,44.06,48.17,220,9.20624,NA,0,1020.2,10,2013-09-07T04:00:00Z
LGA,2013,9,7,1,62.96,44.96,51.77,230,6.904679999999999,NA,0,1020.1,10,2013-09-07T05:00:00Z
LGA,2013,9,7,2,62.96,44.06,50.03,230,5.7539,NA,0,1020.2,10,2013-09-07T06:00:00Z
LGA,2013,9,7,3,62.96,44.96,51.77,240,6.904679999999999,NA,0,1019.9,10,2013-09-07T07:00:00Z
LGA,2013,9,7,4,62.06,46.04,55.68,230,4.60312,NA,0,1019.8,10,2013-09-07T08:00:00Z
LGA,2013,9,7,5,62.06,48.02,59.99,230,5.7539,NA,0,1019.5,10,2013-09-07T09:00:00Z
LGA,2013,9,7,6,60.98,46.94,59.84,230,3.4523399999999995,NA,0,1019.3,10,2013-09-07T10:00:00Z
LGA,2013,9,7,7,64.04,46.94,53.73,250,4.60312,NA,0,1019.2,10,2013-09-07T11:00:00Z
LGA,2013,9,7,8,66.02,44.06,44.95,230,5.7539,NA,0,1019,10,2013-09-07T12:00:00Z
LGA,2013,9,7,9,68,42.98,40.28,230,6.904679999999999,NA,0,1018.7,10,2013-09-07T13:00:00Z
LGA,2013,9,8,0,71.06,53.06,52.95,210,6.904679999999999,NA,0,1012.3,10,2013-09-08T04:00:00Z
LGA,2013,9,8,1,71.96,51.98,49.36,220,10.357019999999999,NA,0,1011.8,10,2013-09-08T05:00:00Z
LGA,2013,9,8,2,71.06,55.04,56.93,230,5.7539,NA,0,1011.5,10,2013-09-08T06:00:00Z
LGA,2013,9,8,3,71.06,53.96,54.73,260,5.7539,NA,0,1010.8,10,2013-09-08T07:00:00Z
LGA,2013,9,8,4,69.98,53.96,56.78,220,5.7539,NA,0,1010.2,10,2013-09-08T08:00:00Z
LGA,2013,9,8,5,69.98,53.96,56.78,240,5.7539,NA,0,1010.1,10,2013-09-08T09:00:00Z
LGA,2013,9,8,6,69.98,55.04,59.06,240,8.05546,NA,0,1009.9,10,2013-09-08T10:00:00Z
LGA,2013,9,8,7,71.06,53.96,54.73,270,8.05546,NA,0,1010.3,10,2013-09-08T11:00:00Z
LGA,2013,9,8,8,71.96,55.94,57.05,320,9.20624,NA,0,1010.1,10,2013-09-08T12:00:00Z
LGA,2013,9,8,9,73.04,57.92,59.08,320,9.20624,NA,0,1010.4,10,2013-09-08T13:00:00Z
LGA,2013,9,9,0,62.96,41,44.47,20,11.5078,NA,0,1018.9,10,2013-09-09T04:00:00Z
LGA,2013,9,9,1,62.06,41,45.91,30,8.05546,NA,0,1019.6,10,2013-09-09T05:00:00Z
LGA,2013,9,9,2,60.98,42.98,51.48,30,8.05546,NA,0,1019.8,10,2013-09-09T06:00:00Z
LGA,2013,9,9,3,60.08,44.96,57.33,30,6.904679999999999,NA,0,1020.7,10,2013-09-09T07:00:00Z
LGA,2013,9,9,4,60.98,44.06,53.65,90,8.05546,NA,0,1021.3,10,2013-09-09T08:00:00Z
LGA,2013,9,9,5,59,44.96,59.58,20,3.4523399999999995,NA,0,1022.4,10,2013-09-09T09:00:00Z
LGA,2013,9,9,6,59,44.96,59.58,30,6.904679999999999,NA,0,1023.2,10,2013-09-09T10:00:00Z
LGA,2013,9,9,7,60.08,46.04,59.72,40,9.20624,NA,0,1023.7,10,2013-09-09T11:00:00Z
LGA,2013,9,9,8,62.96,46.04,53.94,60,9.20624,NA,0,1023.7,10,2013-09-09T12:00:00Z
LGA,2013,9,9,9,64.04,46.04,51.93,50,8.05546,NA,0,1024.2,10,2013-09-09T13:00:00Z
LGA,2013,9,10,0,69.08,57.92,67.59,210,12.658579999999999,NA,0,1021.2,10,2013-09-10T04:00:00Z
LGA,2013,9,11,0,80.06,69.98,71.39,230,9.20624,NA,0,1019.1,10,2013-09-11T04:00:00Z
LGA,2013,9,12,0,82.04,69.08,64.9,210,9.20624,NA,0,1014.8,9,2013-09-12T04:00:00Z
LGA,2013,9,13,0,71.96,64.94,78.57,290,6.904679999999999,NA,0,1005.1,10,2013-09-13T04:00:00Z
LGA,2013,9,14,0,60.08,48.02,64.35,310,13.809359999999998,NA,0,1010.9,10,2013-09-14T04:00:00Z
LGA,2013,9,15,0,57.02,44.96,63.97,300,8.05546,NA,0,1020.2,10,2013-09-15T04:00:00Z
LGA,2013,9,16,0,64.94,51.98,62.83,200,9.20624,NA,0,1018.7,10,2013-09-16T04:00:00Z
LGA,2013,9,17,0,57.02,44.06,61.81,10,16.11092,25.317159999999998,0,1025,10,2013-09-17T04:00:00Z
LGA,2013,9,18,0,57.92,42.08,55.47,0,0,NA,0,1027.7,10,2013-09-18T04:00:00Z
LGA,2013,9,19,0,60.08,48.92,66.56,210,6.904679999999999,NA,0,1022.3,10,2013-09-19T04:00:00Z
LGA,2013,9,20,0,64.04,53.96,69.72,200,4.60312,NA,0,1018.3,10,2013-09-20T04:00:00Z
LGA,2013,9,21,0,64.94,57.92,77.99,210,4.60312,NA,0,1016.4,10,2013-09-21T04:00:00Z
LGA,2013,9,22,0,69.8,66.2,89.94,210,14.960139999999999,NA,0.29,NA,4,2013-09-22T04:00:00Z
LGA,2013,9,23,0,55.94,41,57.14,350,11.5078,20.714039999999997,0,1013,10,2013-09-23T04:00:00Z
LGA,2013,9,24,0,53.96,42.08,64.03,10,5.7539,NA,0,1017.4,10,2013-09-24T04:00:00Z
LGA,2013,9,25,0,60.98,42.98,51.48,30,6.904679999999999,NA,0,1013.8,10,2013-09-25T04:00:00Z
LGA,2013,9,26,0,62.96,53.96,72.42,0,0,NA,0,1013.9,10,2013-09-26T04:00:00Z
LGA,2013,9,27,0,60.08,51.08,72.13,0,0,NA,0,1019.4,10,2013-09-27T04:00:00Z
LGA,2013,9,28,0,62.06,51.08,67.24,60,8.05546,NA,0,1024.6,10,2013-09-28T04:00:00Z
LGA,2013,9,29,0,62.96,53.06,70.07,0,0,NA,0,1023.7,10,2013-09-29T04:00:00Z
LGA,2013,9,30,0,60.98,51.98,72.22,0,0,NA,0,1018.5,10,2013-09-30T04:00:00Z
LGA,2013,10,1,0,62.96,51.98,67.34,230,5.7539,NA,0,1015.4,10,2013-10-01T04:00:00Z
LGA,2013,10,2,0,71.06,55.94,58.82,280,3.4523399999999995,NA,0,1013.9,10,2013-10-02T04:00:00Z
LGA,2013,10,3,0,71.96,59,63.7,310,5.7539,NA,0,1016.4,10,2013-10-03T04:00:00Z
LGA,2013,10,4,0,69.98,53.06,54.94,190,5.7539,NA,0,1017.7,10,2013-10-04T04:00:00Z
LGA,2013,10,5,0,66.92,62.06,84.38,50,13.809359999999998,NA,0,1016.8,10,2013-10-05T04:00:00Z
LGA,2013,10,6,0,66.02,62.06,87.05,170,5.7539,NA,0,1018.6,5,2013-10-06T04:00:00Z
LGA,2013,10,7,0,69.08,64.94,86.66,140,6.904679999999999,NA,0,1016.6,7,2013-10-07T04:00:00Z
LGA,2013,10,8,0,62.06,44.06,51.64,300,10.357019999999999,NA,0,1016.2,10,2013-10-08T04:00:00Z
LGA,2013,10,9,0,59,42.98,55.24,40,11.5078,NA,0,1026.7,10,2013-10-09T04:00:00Z
LGA,2013,10,10,0,57.02,46.94,68.95,30,12.658579999999999,NA,0,1025.1,10,2013-10-10T04:00:00Z
LGA,2013,10,11,0,62.06,53.96,74.75,50,18.41248,NA,0,1018.1,10,2013-10-11T04:00:00Z
LGA,2013,10,12,0,64.94,44.06,46.67,60,21.864819999999998,25.317159999999998,0,1018.5,10,2013-10-12T04:00:00Z
LGA,2013,10,13,0,60.98,51.98,72.22,60,14.960139999999999,NA,0,1025.5,10,2013-10-13T04:00:00Z
LGA,2013,10,14,0,55.94,46.04,69.3,110,10.357019999999999,NA,0,1028,10,2013-10-14T04:00:00Z
LGA,2013,10,15,0,55.94,48.92,77.23,180,3.4523399999999995,NA,0,1024.7,10,2013-10-15T04:00:00Z
LGA,2013,10,16,0,57.92,50,74.86,0,0,NA,0,1019.6,10,2013-10-16T04:00:00Z
LGA,2013,10,17,0,60.98,57.92,89.65,180,5.7539,NA,0,1013,10,2013-10-17T04:00:00Z
LGA,2013,10,18,0,66.02,60.98,83.79,200,9.20624,NA,0,1005,10,2013-10-18T04:00:00Z
LGA,2013,10,19,0,57.92,39.02,49.26,290,8.05546,NA,0,1015.3,10,2013-10-19T04:00:00Z
LGA,2013,10,20,0,60.08,51.98,74.56,270,14.960139999999999,21.864819999999998,0,1007.8,10,2013-10-20T04:00:00Z
LGA,2013,10,21,0,57.92,32,37.28,250,8.05546,NA,0,1018.1,10,2013-10-21T04:00:00Z
LGA,2013,10,22,0,57.92,44.96,61.93,210,8.05546,NA,0,1015.1,10,2013-10-22T04:00:00Z
LGA,2013,10,23,0,53.06,39.02,58.77,340,4.60312,NA,0,1009.5,10,2013-10-23T04:00:00Z
LGA,2013,10,24,0,46.94,35.06,63.13,310,12.658579999999999,NA,0,1007.9,10,2013-10-24T04:00:00Z
LGA,2013,10,25,0,44.96,26.06,47.23,260,11.5078,23.0156,0,1016.3,10,2013-10-25T04:00:00Z
LGA,2013,10,26,1,48.02,32,53.63,240,9.20624,NA,0,1022.9,10,2013-10-26T05:00:00Z
LGA,2013,10,27,0,51.98,26.96,37.68,220,11.5078,NA,0,1012.1,10,2013-10-27T04:00:00Z
LGA,2013,10,28,0,48.92,30.92,49.64,300,9.20624,NA,0,1020.3,10,2013-10-28T04:00:00Z
LGA,2013,10,29,0,50,30.92,47.68,20,11.5078,NA,0,1027,10,2013-10-29T04:00:00Z
LGA,2013,10,30,0,48.92,32,51.85,130,4.60312,NA,0,1027.4,10,2013-10-30T04:00:00Z
LGA,2013,10,31,0,55.04,46.94,74.08,190,5.7539,NA,0,1023.4,9,2013-10-31T04:00:00Z
LGA,2013,11,1,0,62.96,59,86.9,170,10.357019999999999,NA,0,1008.4,10,2013-11-01T04:00:00Z
LGA,2013,11,2,0,60.98,55.94,83.47,310,5.7539,NA,0,1004.3,10,2013-11-02T04:00:00Z
LGA,2013,11,3,1,55.04,39.02,54.67,330,9.20624,NA,0,1009.3,10,2013-11-03T05:00:00Z
LGA,2013,11,4,0,37.04,15.08,40.24,360,16.11092,23.0156,0,1031.8,10,2013-11-04T05:00:00Z
LGA,2013,11,5,0,42.08,24.08,48.56,90,8.05546,NA,0,1038.1,10,2013-11-05T05:00:00Z
LGA,2013,11,6,0,50,41,71.07,0,0,NA,0,1032.5,10,2013-11-06T05:00:00Z
LGA,2013,11,7,0,57.02,51.98,83.21,210,6.904679999999999,NA,0,1017.5,10,2013-11-07T05:00:00Z
LGA,2013,11,8,0,44.96,30.02,55.56,270,9.20624,NA,0,1014.1,10,2013-11-08T05:00:00Z
LGA,2013,11,9,0,42.08,24.08,48.56,290,16.11092,24.166379999999997,0,1023.1,10,2013-11-09T05:00:00Z
LGA,2013,11,10,0,48.02,33.08,56.01,220,8.05546,NA,0,1015,10,2013-11-10T05:00:00Z
LGA,2013,11,11,0,48.92,26.96,42.22,310,23.0156,29.920279999999998,0,1018.1,10,2013-11-11T05:00:00Z
LGA,2013,11,12,0,51.08,30.92,45.81,240,8.05546,18.41248,0,1014.1,10,2013-11-12T05:00:00Z
LGA,2013,11,13,0,32,19.04,58.37,300,14.960139999999999,20.714039999999997,0,1025.5,10,2013-11-13T05:00:00Z
LGA,2013,11,14,0,37.04,17.06,43.85,260,11.5078,20.714039999999997,0,1024.5,10,2013-11-14T05:00:00Z
LGA,2013,11,15,0,46.04,19.94,35.05,220,8.05546,NA,0,1022.4,10,2013-11-15T05:00:00Z
LGA,2013,11,16,0,50,26.96,40.55,230,4.60312,NA,0,1023.6,10,2013-11-16T05:00:00Z
LGA,2013,11,17,0,48.92,46.4,93.45,60,4.60312,NA,0,NA,6,2013-11-17T05:00:00Z
LGA,2013,11,18,0,57.92,55.94,93.1,170,10.357019999999999,NA,0,1007.3,0.5,2013-11-18T05:00:00Z
LGA,2013,11,19,0,50,26.96,40.55,290,14.960139999999999,20.714039999999997,0,1008.6,10,2013-11-19T05:00:00Z
LGA,2013,11,20,0,35.96,21.02,54.21,350,11.5078,NA,0,1028.1,10,2013-11-20T05:00:00Z
LGA,2013,11,21,0,37.04,19.94,49.62,360,3.4523399999999995,NA,0,1036.7,10,2013-11-21T05:00:00Z
LGA,2013,11,22,0,51.08,37.94,60.6,240,5.7539,NA,0,1028.4,10,2013-11-22T05:00:00Z
LGA,2013,11,23,0,53.96,44.96,71.49,300,14.960139999999999,NA,0,1012.6,10,2013-11-23T05:00:00Z
LGA,2013,11,24,0,30.02,10.04,42.66,310,21.864819999999998,35.67418,0,1016.2,10,2013-11-24T05:00:00Z
LGA,2013,11,25,0,24.98,8.96,50.02,310,18.41248,26.46794,0,1028.9,10,2013-11-25T05:00:00Z
LGA,2013,11,26,0,33.98,12.92,41.33,200,11.5078,NA,0,1027,10,2013-11-26T05:00:00Z
LGA,2013,11,27,0,53.96,51.8,93.6,120,19.56326,32.22184,0.19,NA,3,2013-11-27T05:00:00Z
LGA,2013,11,28,0,33.98,17.06,49.51,290,27.618719999999996,31.07106,0,1008.3,10,2013-11-28T05:00:00Z
LGA,2013,11,29,0,33.08,10.04,37.7,0,0,NA,0,1031.8,10,2013-11-29T05:00:00Z
LGA,2013,11,30,0,30.02,12.02,46.59,360,6.904679999999999,NA,0,1040.7,10,2013-11-30T05:00:00Z
LGA,2013,12,1,0,39.02,28.94,66.85,70,3.4523399999999995,NA,0,1027.7,10,2013-12-01T05:00:00Z
LGA,2013,12,2,0,44.06,30.02,57.5,340,4.60312,NA,0,1016.2,10,2013-12-02T05:00:00Z
LGA,2013,12,3,0,41,37.04,85.67,10,5.7539,NA,0,1012.2,6,2013-12-03T05:00:00Z
LGA,2013,12,4,0,42.08,33.08,70.2,20,4.60312,NA,0,1016.5,8,2013-12-04T05:00:00Z
LGA,2013,12,5,0,46.04,42.08,85.97,60,8.05546,NA,0,1019.9,5,2013-12-05T05:00:00Z
LGA,2013,12,6,0,55.04,53.06,93.02,150,4.60312,NA,0,1013.2,1.5,2013-12-06T05:00:00Z
LGA,2013,12,7,0,35.96,30.92,81.72,10,12.658579999999999,NA,0.12,1019.4,10,2013-12-07T05:00:00Z
LGA,2013,12,8,0,32,15.08,49.19,340,10.357019999999999,NA,0,1033,10,2013-12-08T05:00:00Z
LGA,2013,12,9,0,33.8,30.2,92.29,60,16.11092,NA,0.01,NA,2.5,2013-12-09T05:00:00Z
LGA,2013,12,10,0,37.94,30.02,72.87,260,9.20624,NA,0,1015.5,10,2013-12-10T05:00:00Z
LGA,2013,12,11,0,30.02,10.94,44.41,270,17.261699999999998,24.166379999999997,0,1021,10,2013-12-11T05:00:00Z
LGA,2013,12,12,0,28.94,14,53.13,300,16.11092,NA,0,1023.5,10,2013-12-12T05:00:00Z
LGA,2013,12,13,0,24.98,1.04,34.81,270,14.960139999999999,21.864819999999998,0,1021.3,10,2013-12-13T05:00:00Z
LGA,2013,12,14,0,33.98,14,43.33,330,6.904679999999999,NA,0,1027.7,10,2013-12-14T05:00:00Z
LGA,2013,12,15,0,35.6,33.98,95.79,50,24.166379999999997,31.07106,0.29,NA,2,2013-12-15T05:00:00Z
LGA,2013,12,16,0,33.08,17.96,53.36,240,13.809359999999998,23.0156,0,1010.5,10,2013-12-16T05:00:00Z
LGA,2013,12,17,0,26.96,6.98,42.14,0,0,NA,0,1023.4,10,2013-12-17T05:00:00Z
LGA,2013,12,18,0,24.08,19.04,80.8,340,9.20624,NA,0,1013.7,10,2013-12-18T05:00:00Z
LGA,2013,12,19,0,32,17.06,53.6,260,16.11092,NA,0,1021.8,10,2013-12-19T05:00:00Z
LGA,2013,12,20,0,42.08,28.04,57.22,0,0,NA,0,1019.4,10,2013-12-20T05:00:00Z
LGA,2013,12,21,0,51.08,44.06,76.8,220,6.904679999999999,NA,0,1014.9,10,2013-12-21T05:00:00Z
LGA,2013,12,22,0,55.04,48.92,79.8,180,8.05546,NA,0,1012.3,10,2013-12-22T05:00:00Z
LGA,2013,12,23,0,62.06,55.04,77.75,180,6.904679999999999,NA,0,1014.4,10,2013-12-23T05:00:00Z
LGA,2013,12,24,0,41,26.06,54.97,340,19.56326,26.46794,0,1020.2,10,2013-12-24T05:00:00Z
LGA,2013,12,25,0,26.06,8.06,45.93,310,20.714039999999997,32.22184,0,1027.9,10,2013-12-25T05:00:00Z
LGA,2013,12,26,0,30.92,19.04,60.97,240,5.7539,NA,0,1030,10,2013-12-26T05:00:00Z
LGA,2013,12,27,0,33.98,21.02,58.66,310,10.357019999999999,NA,0,1025.4,10,2013-12-27T05:00:00Z
LGA,2013,12,28,0,37.04,21.02,51.95,200,6.904679999999999,NA,0,1025.2,10,2013-12-28T05:00:00Z
